"gene_name","point_est","p","fdr"
"Smarcc2",1.62784518971995,0,0
"Smarcd2",0.759804698246623,0,0
"Smarce1",0.872875457445688,0,0
"Smc1a",0.764434425496554,0,0
"Smc3",0.83243102851576,0.423310903879047,0.500121350147422
"Smn1",1.19742069755313,0,0
"Smndc1",1.03936568014583,0.399286329493537,0.480327868852459
"Snd1",0.896572203749776,0,0
"Sos2",0.748719520439865,0,0
"Sp100",0.998937271105435,0.663949374670917,0.704844807168763
"Sp140",0.918780884777832,0,0
"Srcap",0.92562249168238,0,0
"Stag1",0.863384660691164,0,0
"Stag2",4.3600605614004,0,0
"Stk11",10.8936088973079,0,0
"Sty1",0.987712924644026,0.564025961359445,0.643033489020691
"Suz12",1.08410108991341,0,0
"Tbl1xr1",1.29468446003766,0,0
"Tcf20",0.921813543181668,0,0
"Tdg",0.92917296072824,0,0
"Tdrd3",1.18293069603253,0,0
"Tet3",1.38238380758219,0,0
"Tfpt",0.901544094042345,0,0
"Trim28",0.845874562134219,0,0
"Trrap",0.866398390098421,0.0613488808708895,0.0976914244302752
"Tsc1",3.28171024148696,0,0
"Tulp3",1.01154593472591,0.602994282045441,0.644807754158081
"Ube2q1",1.00383190379494,0.18552695875577,0.271796994577203
"Uhrf2",0.931484514799832,0,0
"Vangl1",1.48367437152257,0.232951469338133,0.317464095423595
"Vcpkmt",0.831404890270127,0,0
"Vps72",1.22664691346473,0,0
"Wapl",0.838292703575068,0,0
"Wnk1",1.15001300091489,0,0
"Yeats4",0.6636775952189,0,0
"Yy1",1.36387768136958,0,0
"Zbtb38",0.900280058365,0,0
"Zbtb4",0.942643185757672,0,0
"Zmat3",1.07193262693471,0.254544405051407,0.342117021468176
"Zmym5",1.67035408423709,0.242760515387749,0.327782631376084
"Zmynd11",0.854506297225516,0,0
"Zmynd8",2.94974898556147,0,0
"Zzz3",0.915213079599606,0,0
"sgNT1",0.181311946884362,0.2,0.279047619047619
"sgNT2",0.35167538528647,0.4,0.480327868852459
"sgNT3",0.449380288366203,0.4,0.480327868852459
"sgNT4",0.296154572448807,0.8,0.819580419580419
"sgNT5",0.257669373177796,1,1
"sgNeo1",0.297044592434685,0.6,0.643956043956044
"sgNeo2",0.219063930297016,0.2,0.279047619047619
"sgNeo3",0.378033798644532,0,0
