"guide","point_est","gene_name","lower_ci","upper_ci","p_onetail","p_twotail","fdr"
"Glyr1_3",1.16568285777224,"Glyr1",1.03346339196843,1.37436062540698,0,0,0
"Gss_1",0.956914147385269,"Gss",0.819996576816024,1.09662730250101,0.2,0.4,0.580186915887851
"Gss_2",1.09823295877596,"Gss",0.998121312684366,1.17518805437856,0.1,0.2,0.38320987654321
"Gss_3",1.07783460812332,"Gss",0.98844971618595,1.16841116455604,0.1,0.2,0.38320987654321
"Gtf3c1_1",0.791382433910282,"Gtf3c1",0.719360902255639,0.923400049074182,0,0,0
"Gtf3c1_2",0.831305140765016,"Gtf3c1",0.750899996448684,0.902030619974522,0,0,0
"Gtf3c1_3",0.842522839225943,"Gtf3c1",0.73661918025138,0.965797895055215,0,0,0
"Hat1_1",0.978196166713967,"Hat1",0.892871583649648,1.09234460911074,0.4,0.8,0.857458563535912
"Hat1_2",0.879311215069554,"Hat1",0.793571767678298,0.987950015805514,0,0,0
"Hat1_3",0.946694666773909,"Hat1",0.806224393581796,1.03398282757382,0.2,0.4,0.580186915887851
"Hcfc1_1",0.873561934244151,"Hcfc1",0.750968975886831,0.991172375541539,0,0,0
"Hcfc1_2",0.810576952802781,"Hcfc1",0.703512128120176,0.922320479444787,0,0,0
"Hcfc1_3",0.86011873724531,"Hcfc1",0.794703418207459,0.940709016915416,0,0,0
"Hdac1_1",0.996826508428963,"Hdac1",0.904417918327108,1.09795288680878,0.4,0.8,0.857458563535912
"Hdac1_2",1.15005789389908,"Hdac1",1.0612182478552,1.24828000641122,0,0,0
"Hdac1_3",1.1164835031518,"Hdac1",0.953499357414004,1.29357361723601,0.2,0.4,0.580186915887851
"Hdac2_1",0.953252395498472,"Hdac2",0.877159935576417,1.01431420852506,0.3,0.6,0.74496
"Hdac2_2",0.971494046199984,"Hdac2",0.874636845106409,1.08381908233831,0.2,0.4,0.580186915887851
"Hdac2_3",1.02201829224102,"Hdac2",0.913730843042195,1.1422799887974,0.4,0.8,0.857458563535912
"Hdac3_1",0.826473098478785,"Hdac3",0.778674724570787,0.889858011110842,0,0,0
"Hdac3_2",0.954463611723175,"Hdac3",0.807959892910115,1.09758491234828,0.4,0.8,0.857458563535912
"Hdac3_3",0.937440483640148,"Hdac3",0.824335744380662,1.00278334776114,0.1,0.2,0.38320987654321
"Hdac5_1",1.06871730636904,"Hdac5",0.96136935876753,1.21796654978983,0.1,0.2,0.38320987654321
"Hdac5_2",1.01383196115282,"Hdac5",0.796150438097473,1.26670504010274,0.5,1,1
"Hdac5_3",1.02583557991478,"Hdac5",0.943907856983224,1.14303632991018,0.4,0.8,0.857458563535912
"Hdac7_1",1.22852431944337,"Hdac7",1.09285139289416,1.44669947322055,0,0,0
"Hdac7_2",0.940226278159143,"Hdac7",0.85524534903745,1.02954742753044,0.2,0.4,0.580186915887851
"Hdac7_3",1.08928105433596,"Hdac7",1.05075626740126,1.15385855688793,0,0,0
"Hdgf_1",1.2920950446053,"Hdgf",1.13797581857559,1.42102519497502,0,0,0
"Hdgf_2",1.18503419062887,"Hdgf",1.01995395497622,1.28888034659914,0,0,0
"Hdgf_3",0.950745993067726,"Hdgf",0.782223096045285,1.27565239818905,0.1,0.2,0.38320987654321
"Ift140_1",0.991182510450973,"Ift140",0.904962638262338,1.05437067930989,0.4,0.8,0.857458563535912
"Ift140_2",0.99377478733295,"Ift140",0.94491169228999,1.08446048553782,0.2,0.4,0.580186915887851
